date, pm25, pm10, o3, no2, so2, co
2021/5/27, 64, 35, 47, 18, 3, 6
2021/5/28, 68, 15, 33, 14, 2, 4
2021/5/29, 35, 22, 48, 15, 3, 5
2021/5/30, 44, 33, 41, 17, 3, 5
2021/5/31, 65, 38, 33, 21, 3, 5
2021/6/1, 71, 50, 78, 20, 5, 5
2021/6/2, 85, 26, 28, 20, 3, 5
2021/6/3, 57, 24, 56, 15, 4, 4
2021/6/4, 41, 44, 71, 13, 4, 5
2021/6/5, 62, 57, 79, 11, 2, 6
2021/6/6, 93, 41, 39, 25, , 6
2021/6/7, 56, 43, 55, 28, , 6
2021/6/8, 64, 39, 99, 23, , 6
2021/6/9, 62, 48, 68, 25, 4, 6
2021/6/10, 77, 17, 37, 12, 3, 5
2021/6/11, 41, 16, 48, 13, 2, 5
2021/6/12, 31, 26, 73, 16, 4, 6
2021/6/13, 54, 37, 82, 22, 4, 7
2021/6/14, 65, 26, 25, 18, 3, 7
2021/6/15, 49, 8, 29, 11, , 5
2021/6/16, 8, 13, 27, 15, 2, 5
2021/6/17, 23, 17, 37, 15, 2, 5
2021/6/18, 40, 42, 79, 15, 4, 6
2021/6/19, 76, 46, 84, 14, 4, 6
2021/6/20, 84, 41, 47, 13, 3, 5
2021/6/21, 74, 19, 54, 16, 3, 4
2021/6/22, 31, 15, 48, 15, 2, 5
2021/6/23, 26, 29, 64, 16, 3, 5
2021/6/24, 55, 41, 62, 19, 3, 6
2021/6/25, 72, 20, 40, 13, 2, 5
2021/6/26, 47, 15, 44, 11, 2, 5
2021/6/27, 38, 18, 36, 15, 2, 5
2021/6/28, 48, 26, 42, 19, 2, 7
2021/6/29, 57, 33, 43, 20, 2, 7
2021/6/30, 72, 30, 60, 15, 2, 6
2021/1/4, 65, 24, 20, 20, 4, 7
2021/1/5, 43, 17, 16, 27, 4, 7
2021/1/6, 41, 27, 18, 10, 4, 3
2021/1/7, 37, 11, 19, 14, 6, 3
2021/1/8, 30, 19, 17, 19, 6, 5
2021/1/9, 50, 24, 11, 29, 6, 6
2021/1/10, 65, 34, 5, 38, 6, 8
2021/1/11, 82, 49, 3, 45, , 10
2021/1/12, 121, 76, 9, 41, 4, 9
2021/1/13, 129, 57, 10, 36, 4, 8
2021/1/14, 79, 67, 13, 41, 5, 9
2021/1/15, 95, 42, 21, 17, 4, 4
2021/1/16, 93, 12, 20, 17, 4, 5
2021/1/17, 40, 30, 21, 24, 4, 6
2021/1/18, 53, 27, 16, 31, 4, 7
2021/1/19, 49, 41, 7, 47, 5, 10
2021/1/20, 79, 51, 2, 45, 4, 8
2021/1/21, 86, 39, 3, 36, 4, 6
2021/1/22, 90, 10, 18, 26, , 5
2021/1/23, 33, 9, 19, 28, 5, 6
2021/1/24, 30, 18, 9, 41, 4, 9
2021/1/25, 52, 29, 22, 38, 4, 9
2021/1/26, 74, 34, 19, 24, 4, 6
2021/1/27, 52, 30, 24, 27, 4, 7
2021/1/28, 51, 19, 22, 13, 4, 4
2021/1/29, 31, 40, 15, 31, 4, 6
2021/1/30, 63, 46, 13, 38, 4, 9
2021/1/31, 76, 57, 23, 36, 4, 9
2021/2/1, 101, 27, 23, 12, 4, 5
2021/2/2, 51, 26, 17, 26, 4, 6
2021/2/3, 58, 19, 22, 20, 4, 3
2021/2/4, 48, 25, 15, 42, 4, 5
2021/2/5, 56, 51, 24, 35, 4, 6
2021/2/6, 99, 59, 24, 17, , 5
2021/2/7, 120, 24, 20, 13, 4, 3
2021/2/8, 50, 18, 16, 27, 4, 4
2021/2/9, 47, 30, 18, 37, 4, 5
2021/2/10, 70, 56, 20, 35, 4, 7
2021/2/11, 122, 61, 28, 40, 4, 8
2021/2/12, 143, 62, 28, 48, 4, 9
2021/2/13, 141, 61, 24, 48, 5, 9
2021/2/14, 140, 42, 23, 22, 5, 6
2021/2/15, 90, 18, 24, 15, , 5
2021/2/16, 40, 41, 22, 10, , 3
2021/2/17, 35, 37, 19, 14, 4, 2
2021/2/18, 45, 42, 24, 30, 4, 5
2021/2/19, 71, 56, 22, 35, 4, 5
2021/2/20, 100, 60, 34, 39, 4, 9
2021/2/21, 119, 52, 27, 31, 4, 7
2021/2/22, 85, 46, 23, 14, 4, 3
2021/2/23, 45, 49, 17, 31, 4, 5
2021/2/24, 65, 49, 6, 45, 5, 8
2021/2/25, 86, 35, 19, 34, 4, 6
2021/2/26, 63, 13, 24, 23, , 4
2021/2/27, 32, 20, 17, 26, 4, 5
2021/2/28, 44, 15, 17, 24, 2, 5
2021/3/1, 35, 8, 22, 20, 3, 4
2021/3/2, 19, 33, 15, 37, , 7
2021/3/3, 65, 43, 9, 42, 4, 7
2021/3/4, 79, 37, 20, 36, 4, 8
2021/3/5, 75, 29, 23, 23, 3, 7
2021/3/6, 58, 18, 24, 16, 3, 5
2021/3/7, 44, 36, 22, 30, 4, 6
2021/3/8, 73, 39, 26, 35, 4, 6
2021/3/9, 76, 65, 26, 43, 4, 7
2021/3/10, 133, 83, 27, 54, 5, 10
2021/3/11, 162, 53, 26, 34, 4, 7
2021/3/12, 118, 47, 30, 24, 4, 6
2021/3/13, 98, 60, 31, 26, , 8
2021/3/14, 137, 64, 32, 31, 4, 9
2021/3/15, 140, 71, 29, 17, 3, 5
2021/3/16, 56, 77, 18, 28, , 5
2021/3/17, 60, 74, 21, 41, 4, 6
2021/3/18, 101, 56, 26, 28, , 5
2021/3/19, 70, 22, 23, 23, 3, 5
2021/3/20, 41, 38, 27, 11, 3, 7
2021/3/21, 87, 35, 26, 18, 4, 5
2021/3/22, 51, 68, 30, 29, 5, 7
2021/3/23, 86, 57, 33, 33, 4, 7
2021/3/24, 81, 59, 41, 35, 4, 7
2021/3/25, 87, 74, 22, 46, 4, 9
2021/3/26, 132, 48, 20, 45, 4, 11
2021/3/27, 95, 17, 26, 18, 3, 7
2021/3/28, 45, 191, 28, 20, 3, 8
2021/3/29, 108, 76, 30, 28, , 7
2021/3/30, 73, 40, 25, 36, 4, 8
2021/3/31, 58, 39, 28, 26, 4, 9
2020/10/1, 32, 20, 38, 13, , 3
2020/10/2, 48, 30, 36, 11, 4, 4
2020/10/3, 67, 20, 35, 8, 4, 2
2020/10/4, 45, 21, 20, 11, 4, 2
2020/10/5, 24, 19, 23, 19, 4, 3
2020/10/6, 31, 20, 18, 23, 4, 3
2020/10/7, 37, 16, 22, 21, 4, 2
2020/10/8, 31, 15, 29, 18, 4, 2
2020/10/9, 25, 16, 29, 17, 4, 2
2020/10/10, 32, 17, 29, 19, , 3
2020/10/11, 41, 31, 30, 26, 4, 4
2020/10/12, 60, 25, 19, 23, 4, 3
2020/10/13, 37, 30, 23, 25, 4, 4
2020/10/14, 41, 30, 17, 24, , 3
2020/10/15, 38, 35, 9, 38, 2, 5
2020/10/16, 58, 34, 26, 27, 3, 5
2020/10/17, 63, 27, 38, 26, 3, 5
2020/10/18, 52, 49, 40, 36, 3, 6
2020/10/19, 88, 55, 32, 43, 3, 7
2020/10/20, 102, 40, 10, 44, 3, 6
2020/10/21, 72, 57, 26, 28, 2, 5
2020/10/22, 82, 27, 20, 14, 3, 4
2020/10/23, 28, 25, 22, 18, 4, 4
2020/10/24, 31, 26, 29, 30, 4, 6
2020/10/25, 46, 48, 28, 42, 3, 8
2020/10/26, 80, 62, 36, 45, 4, 9
2020/10/27, 106, 47, 22, 40, 3, 8
2020/10/28, 39, 35, 15, 34, 4, 4
2020/10/29, 46, 43, 15, 38, 4, 6
2020/10/30, 59, 29, 25, 32, 3, 6
2020/10/31, 52, 36, 19, 24, 2, 6
2020/11/1, 74, 42, 15, 28, 4, 8
2020/11/2, 55, 22, 16, 12, 3, 6
2020/11/3, 24, 27, 16, 17, 4, 8
2020/11/4, 32, 36, 14, 34, 4, 11
2020/11/5, 54, 60, 3, 45, 4, 6
2020/11/6, 82, 81, 31, 26, 3, 5
2020/11/7, 101, 67, 18, 13, 3, 4
2020/11/8, 48, 37, 12, 19, , 5
2020/11/9, 25, 39, 15, 28, 4, 7
2020/11/10, 40, 54, 8, 40, 4, 9
2020/11/11, 65, 73, 8, 52, 4, 10
2020/11/12, 96, 61, 13, 50, 4, 10
2020/11/13, 110, 59, 20, 40, 3, 10
2020/11/14, 108, 58, 30, 39, 2, 11
2020/11/15, 121, 61, 13, 42, 4, 11
2020/11/16, 114, 57, 11, 42, 3, 12
2020/11/17, 108, 50, 6, 30, 2, 11
2020/11/18, 92, 19, 16, 16, , 9
2020/11/19, 34, 23, 15, 12, , 8
2020/11/20, 42, 27, 10, 24, 3, 4
2020/11/21, 56, 24, 16, 18, 3, 3
2020/11/22, 55, 24, 15, 19, 4, 4
2020/11/23, 51, 30, 5, 35, , 5
2020/11/24, 56, 41, 5, 39, 4, 7
2020/11/25, 73, 52, 10, 38, 4, 8
2020/11/26, 97, 39, 16, 26, , 6
2020/11/27, 72, 23, 17, 13, , 4
2020/11/28, 42, 24, 18, 16, , 5
2020/11/29, 44, 28, 18, 25, 4, 6
2020/11/30, 52, 30, 12, 28, 4, 7
2020/12/1, 55, 35, 18, 29, 4, 6
2020/12/2, 57, 27, 18, 19, 4, 5
2020/12/3, 45, 32, 15, 27, 4, 5
2020/12/4, 57, 36, 11, 38, 4, 6
2020/12/5, 66, 45, 17, 35, 4, 6
2020/12/6, 91, 50, 21, 32, 4, 7
2020/12/7, 103, 24, 18, 26, 4, 5
2020/12/8, 42, 40, 5, 42, 4, 8
2020/12/9, 70, 58, 9, 45, 4, 10
2020/12/10, 113, 74, 11, 42, 4, 13
2020/12/11, 157, 50, 19, 29, 4, 7
2020/12/12, 92, 34, 19, 26, , 7
2020/12/13, 70, 22, 16, 13, , 6
2020/12/14, 33, 18, 17, 16, 4, 6
2020/12/15, 26, 20, 16, 17, 5, 6
2020/12/16, 36, 26, 8, 36, 4, 7
2020/12/17, 56, 30, 18, 30, 4, 5
2020/12/18, 62, 19, 17, 17, 4, 4
2020/12/19, 32, 18, 17, 24, 4, 5
2020/12/20, 49, 34, 8, 46, 4, 9
2020/12/21, 79, 46, 12, 49, 5, 10
2020/12/22, 101, 58, 13, 50, 5, 11
2020/12/23, 128, 52, 20, 25, 4, 6
2020/12/24, 100, 22, 19, 21, 4, 6
2020/12/25, 48, 47, 11, 47, 5, 12
2020/12/26, 90, 54, 15, 37, 4, 10
2020/12/27, 114, 55, 7, 45, 4, 11
2020/12/28, 120, 53, 15, 33, 4, 10
2020/12/29, 115, 31, 17, 12, , 7
2020/12/30, 43, 21, 15, 20, 4, 7
2020/12/31, 37, 21, 17, 27, 4, 9
2021/1/1, 57, 24, 20, 16, 4, 6
2021/1/2, 37, 30, 18, 21, 4, 8
2021/1/3, 47, 32, 8, 36, 5, 10
2020/7/1, 41, 46, 76, 25, 3, 7
2020/7/2, 103, 35, 32, 22, 2, 6
2020/7/3, 81, 19, 43, 17, 2, 4
2020/7/4, 44, 26, 58, 16, 2, 5
2020/7/5, 69, 24, 51, 20, 2, 5
2020/7/6, 57, 20, 33, 16, 2, 4
2020/7/7, 41, 30, 54, 19, 2, 6
2020/7/8, 63, 36, 56, 26, 2, 6
2020/7/9, 81, 16, 25, 17, , 5
2020/7/10, 36, 10, 26, 13, 2, 4
2020/7/11, 10, 12, 23, 13, 2, 5
2020/7/12, 22, 9, 18, 13, 2, 4
2020/7/13, 18, 9, 17, 13, 2, 4
2020/7/14, 13, 12, 21, 16, 2, 2
2020/7/15, 11, 27, 39, 25, 3, 4
2020/7/16, 51, 34, 46, 21, 2, 5
2020/7/17, 72, 41, 63, 23, 2, 5
2020/7/18, 87, 19, 24, 14, 2, 4
2020/7/19, 45, 17, 27, 15, 2, 5
2020/7/20, 34, 25, 50, 18, 2, 5
2020/7/21, 63, 22, 21, 25, 2, 6
2020/7/22, 50, 18, 30, 18, 2, 4
2020/7/23, 42, 8, 28, 12, 2, 3
2020/7/24, 6, 8, 15, 12, , 
2020/7/25, 10, 9, 28, 12, , 4
2020/7/26, 22, 13, 14, 16, 2, 4
2020/7/27, 31, 14, 18, 17, 2, 4
2020/7/28, 20, 11, 11, 20, 2, 5
2020/7/29, 19, 20, 32, 20, 3, 5
2020/7/30, 44, 22, 28, 20, 3, 4
2020/7/31, 54, 14, 17, 13, 2, 3
2020/8/1, 28, 11, 14, 14, 2, 3
2020/8/2, 16, 13, 15, 16, 2, 4
2020/8/3, 30, 29, 8, 11, 2, 3
2020/8/4, 68, 28, 3, 16, , 4
2020/8/5, 64, 14, 17, 14, 2, 3
2020/8/6, 29, 23, 15, 21, 2, 4
2020/8/7, 55, 14, 11, 17, , 4
2020/8/8, 24, 9, 9, 13, 2, 4
2020/8/9, 17, 12, 8, 16, 2, 4
2020/8/10, 19, 11, 21, 20, 2, 4
2020/8/11, 19, 21, 24, 22, 2, 4
2020/8/12, 42, 23, 24, 18, , 4
2020/8/13, 46, 28, 30, 16, 2, 4
2020/8/14, 62, 29, 37, 17, 2, 5
2020/8/15, 76, 20, 19, 10, 2, 4
2020/8/16, 48, 23, 31, 13, 2, 3
2020/8/17, 59, 30, 40, 17, 3, 4
2020/8/18, 70, 35, 28, 16, 2, 3
2020/8/19, 85, 34, 35, 19, 2, 3
2020/8/20, 80, 26, 13, 21, 2, 4
2020/8/21, 60, 16, 18, 17, 2, 4
2020/8/22, 29, 12, 38, 12, 2, 3
2020/8/23, 27, 22, 33, 20, 2, 4
2020/8/24, 49, 28, 32, 19, 2, 4
2020/8/25, 71, 19, 23, 15, 2, 3
2020/8/26, 49, 16, 22, 13, 2, 3
2020/8/27, 37, 20, 27, 19, 2, 4
2020/8/28, 53, 14, 17, 17, , 4
2020/8/29, 33, 10, 36, 12, 2, 3
2020/8/30, 26, 8, 16, 15, 2, 3
2020/8/31, 8, 14, 29, 19, 2, 3
2020/9/1, 27, 13, 12, 17, 2, 3
2020/9/2, 27, 12, 37, 9, , 3
2020/9/3, 29, 19, 37, 20, 2, 3
2020/9/4, 38, 26, 41, 27, , 4
2020/9/5, 61, 19, 24, 15, 2, 4
2020/9/6, 48, 5, 33, 11, 2, 
2020/9/7, 11, 21, 35, 13, 3, 3
2020/9/8, 42, 23, 33, 23, 2, 4
2020/9/9, 56, 23, 42, 24, 3, 4
2020/9/10, 59, 23, 24, 22, 2, 4
2020/9/11, 56, 9, 22, 17, 2, 3
2020/9/12, 18, 7, 25, 9, 2, 2
2020/9/13, 11, 19, 34, 17, , 4
2020/9/14, 45, 30, 46, 22, 2, 4
2020/9/15, 72, 24, 18, 26, 3, 4
2020/9/16, 60, 21, 24, 20, 4, 3
2020/9/17, 36, 20, 34, 15, 4, 3
2020/9/18, 24, 18, 33, 17, , 3
2020/9/19, 29, 14, 28, 12, 4, 2
2020/9/20, 31, 19, 23, 23, 4, 3
2020/9/21, 42, 14, 22, 20, 3, 2
2020/9/22, 26, 9, 21, 14, 4, 2
2020/9/23, 10, 10, 20, 14, 3, 2
2020/9/24, 10, 11, 20, 15, 3, 2
2020/9/25, 15, 15, 23, 14, 4, 2
2020/9/26, 20, 12, 30, 12, 4, 2
2020/9/27, 21, 19, 28, 23, , 3
2020/9/28, 38, 26, 32, 23, , 3
2020/9/29, 52, 25, 32, 17, , 3
2020/9/30, 60, 14, 35, 10, , 2
2020/4/1, 88, 37, 31, 28, , 5
2020/4/2, 73, 51, 37, 31, 4, 6
2020/4/3, 88, 59, 34, 16, 4, 5
2020/4/4, 82, 42, 37, 14, 4, 5
2020/4/5, 65, 49, 35, 38, 4, 7
2020/4/6, 73, 51, 34, 29, 4, 5
2020/4/7, 78, 43, 34, 14, 2, 3
2020/4/8, 57, 42, 34, 20, 4, 4
2020/4/9, 66, 36, 32, 30, , 4
2020/4/10, 69, 38, 32, 28, 3, 5
2020/4/11, 69, 28, 35, 19, 2, 5
2020/4/12, 60, 19, 34, 15, 2, 3
2020/4/13, 32, 43, 49, 38, 4, 5
2020/4/14, 75, 52, 57, 38, 4, 5
2020/4/15, 97, 46, 51, 31, 4, 4
2020/4/16, 84, 35, 27, 30, 3, 4
2020/4/17, 67, 23, 34, 19, , 4
2020/4/18, 43, 22, 28, 22, , 5
2020/4/19, 54, 16, 30, 17, 2, 4
2020/4/20, 31, 32, 30, 13, 3, 4
2020/4/21, 34, 63, 27, 9, 2, 2
2020/4/22, 41, 42, 31, 12, 4, 2
2020/4/23, 45, 40, 37, 21, 3, 3
2020/4/24, 47, 51, 52, 18, 4, 2
2020/4/25, 74, 26, 37, 13, 4, 2
2020/4/26, 43, 28, 36, 20, 4, 2
2020/4/27, 52, 34, 42, 30, 4, 3
2020/4/28, 59, 45, 54, 27, 4, 3
2020/4/29, 77, 31, 47, 30, 2, 3
2020/4/30, 60, 44, 47, 15, 3, 3
2020/5/1, 85, 42, 41, 15, , 3
2020/5/2, 84, 25, 35, 15, 2, 3
2020/5/3, 57, 33, 32, 23, 2, 3
2020/5/4, 59, 30, 27, 25, 3, 4
2020/5/5, 54, 29, 37, 25, 3, 3
2020/5/6, 52, 26, 41, 21, 2, 2
2020/5/7, 33, 27, 38, 26, 2, 2
2020/5/8, 36, 13, 31, 17, 2, 3
2020/5/9, 28, 25, 42, 17, 2, 5
2020/5/10, 61, 83, 40, 21, 2, 4
2020/5/11, 98, 35, 34, 17, 2, 3
2020/5/12, 56, 30, 33, 21, 3, 3
2020/5/13, 33, 37, 35, 35, 4, 3
2020/5/14, 43, 30, 18, 30, 3, 4
2020/5/15, 45, 22, 27, 24, , 5
2020/5/16, 46, 38, 45, 17, , 5
2020/5/17, 87, 35, 34, 24, , 6
2020/5/18, 78, 14, 30, 15, 2, 4
2020/5/19, 28, 7, 21, 15, 2, 3
2020/5/20, 6, 21, 28, 27, 3, 4
2020/5/21, 34, 45, 34, 28, 3, 5
2020/5/22, 93, 41, 49, 25, 4, 5
2020/5/23, 89, 25, 30, 14, 3, 5
2020/5/24, 64, 33, 33, 24, 4, 7
2020/5/25, 80, 35, 38, 24, 2, 6
2020/5/26, 77, 20, 38, 18, 3, 5
2020/5/27, 45, 29, 56, 25, 2, 6
2020/5/28, 70, 30, 45, 29, 2, 5
2020/5/29, 67, 36, 91, 26, 3, 5
2020/5/30, 77, 38, 64, 19, 3, 5
2020/5/31, 88, 17, 38, 14, 2, 4
2020/6/1, 32, 24, 33, 30, 2, 5
2020/6/2, 49, 45, 63, 19, 2, 6
2020/6/3, 85, 47, 49, 18, , 5
2020/6/4, 85, 42, 58, 19, 2, 4
2020/6/5, 72, 44, 81, 21, , 5
2020/6/6, 90, 48, 60, 15, 3, 5
2020/6/7, 90, 43, 61, 21, 3, 5
2020/6/8, 78, 40, 65, 22, 2, 4
2020/6/9, 70, 40, 59, 26, 2, 5
2020/6/10, 70, 26, 37, 15, , 4
2020/6/11, 52, 43, 37, 31, 4, 6
2020/6/12, 69, 48, 102, 24, 3, 5
2020/6/13, 76, 33, 42, 14, 2, 5
2020/6/14, 67, 28, 37, 21, 2, 4
2020/6/15, 50, 48, 97, 22, 3, 6
2020/6/16, 100, 47, 76, 29, 4, 6
2020/6/17, 96, 38, 49, 28, 3, 5
2020/6/18, 71, 23, 42, 17, 2, 4
2020/6/19, 46, 35, 76, 23, 3, 5
2020/6/20, 69, 33, 70, 15, , 5
2020/6/21, 69, 36, 70, 21, 2, 4
2020/6/22, 66, 38, 64, 32, 3, 5
2020/6/23, 70, 27, 27, 23, 2, 5
2020/6/24, 54, 13, 20, 21, , 6
2020/6/25, 27, 23, 39, 18, 2, 5
2020/6/26, 50, 27, 50, 19, 3, 5
2020/6/27, 57, 27, 38, 12, 4, 5
2020/6/28, 65, 34, 30, 24, 4, 6
2020/6/29, 75, 10, 36, 13, , 4
2020/6/30, 22, 19, 25, 22, 2, 5
2020/1/1, 69, 50, 5, 43, 4, 11
2020/1/2, 104, 53, 11, 42, 5, 11
2020/1/3, 116, 45, 22, 43, 6, 11
2020/1/4, 97, 46, 10, 51, 5, 12
2020/1/5, 101, 37, 5, 46, 4, 10
2020/1/6, 83, 11, 8, 33, 3, 6
2020/1/7, 29, 22, 19, 25, , 7
2020/1/8, 57, 39, 24, 20, , 7
2020/1/9, 101, 52, 14, 37, 3, 10
2020/1/10, 132, 44, 21, 39, , 11
2020/1/11, 106, 41, 23, 22, , 8
2020/1/12, 94, 24, 20, 21, 3, 5
2020/1/13, 55, 27, 20, 36, 4, 5
2020/1/14, 59, 33, 17, 34, 5, 6
2020/1/15, 72, 38, 14, 37, 4, 6
2020/1/16, 80, 50, 7, 50, 5, 9
2020/1/17, 103, 49, 16, 46, 5, 9
2020/1/18, 104, 48, 22, 47, 4, 11
2020/1/19, 117, 45, 27, 23, 4, 6
2020/1/20, 81, 37, 17, 40, 5, 7
2020/1/21, 72, 41, 8, 52, 5, 9
2020/1/22, 83, 52, 25, 42, 4, 11
2020/1/23, 118, 53, 22, 35, 4, 12
2020/1/24, 131, 39, 14, 36, 4, 10
2020/1/25, 98, 24, 23, 21, , 8
2020/1/26, 58, 12, 27, 12, , 5
2020/1/27, 13, 13, 21, 21, , 6
2020/1/28, 17, 17, 17, 29, 3, 7
2020/1/29, 31, 18, 20, 32, , 8
2020/1/30, 36, 26, 16, 33, , 9
2020/1/31, 54, 54, 25, 39, 4, 13
2020/2/1, 130, 54, 26, 31, 4, 13
2020/2/2, 136, 28, 27, 16, 4, 7
2020/2/3, 52, 24, 26, 27, 4, 9
2020/2/4, 54, 20, 23, 11, 4, 6
2020/2/5, 35, 34, 16, 29, 4, 5
2020/2/6, 65, 32, 19, 36, 4, 7
2020/2/7, 71, 34, 27, 15, 4, 5
2020/2/8, 79, 31, 29, 28, 4, 7
2020/2/9, 70, 43, 21, 46, 4, 8
2020/2/10, 92, 49, 13, 58, 5, 9
2020/2/11, 94, 42, 7, 55, 4, 10
2020/2/12, 100, 53, 16, 37, 4, 9
2020/2/13, 134, 63, 14, 48, 5, 11
2020/2/14, 154, 53, 24, 41, 4, 10
2020/2/15, 125, 22, 24, 13, 2, 7
2020/2/16, 56, 23, 25, 12, , 5
2020/2/17, 58, 19, 23, 20, 4, 6
2020/2/18, 51, 28, 13, 47, , 8
2020/2/19, 70, 50, 13, 49, , 7
2020/2/20, 119, 52, 19, 48, 4, 7
2020/2/21, 121, 52, 28, 17, 3, 5
2020/2/22, 101, 20, 29, 23, , 3
2020/2/23, 42, 34, 17, 46, 4, 5
2020/2/24, 67, 23, 23, 32, 3, 4
2020/2/25, 57, 17, 25, 24, 2, 4
2020/2/26, 35, 13, 22, 24, 3, 3
2020/2/27, 26, 23, 8, 40, 4, 5
2020/2/28, 57, 22, 23, 30, 3, 4
2020/2/29, 59, 37, 22, 32, , 7
2020/3/1, 88, 31, 31, 17, 3, 5
2020/3/2, 81, 31, 25, 41, 4, 6
2020/3/3, 82, 40, 33, 15, , 5
2020/3/4, 91, 31, 27, 18, 4, 4
2020/3/5, 75, 37, 13, 47, , 6
2020/3/6, 80, 48, 21, 48, 4, 9
2020/3/7, 106, 48, 35, 40, , 8
2020/3/8, 117, 42, 35, 43, , 6
2020/3/9, 101, 32, 28, 20, 3, 5
2020/3/10, 72, 32, 27, 15, 4, 5
2020/3/11, 37, 33, 25, 31, 4, 6
2020/3/12, 52, 29, 27, 13, , 5
2020/3/13, 43, 36, 28, 18, 4, 6
2020/3/14, 61, 41, 30, 11, 4, 6
2020/3/15, 58, 25, 23, 19, 4, 6
2020/3/16, 41, 42, 21, 34, , 7
2020/3/17, 69, 53, 31, 48, 4, 9
2020/3/18, 94, 56, 39, 24, 4, 6
2020/3/19, 70, 42, 25, 23, 4, 4
2020/3/20, 33, 49, 36, 35, 4, 5
2020/3/21, 62, 36, 36, 13, , 3
2020/3/22, 51, 44, 37, 30, 4, 5
2020/3/23, 75, 48, 33, 36, , 6
2020/3/24, 88, 46, 43, 40, , 6
2020/3/25, 81, 44, 37, 39, , 6
2020/3/26, 89, 34, 29, 18, , 4
2020/3/27, 56, 32, 30, 9, 3, 3
2020/3/28, 21, 38, 36, 15, , 5
2020/3/29, 50, , , , , 
2019/10/1, 91, 32, 9, 20, 4, 6
2019/10/2, 56, 15, 20, 14, , 5
2019/10/3, 16, 32, 28, 23, 4, 7
2019/10/4, 57, 45, 28, 16, 4, 7
2019/10/5, 67, 17, 25, 14, 2, 4
2019/10/6, 21, 16, 16, 20, 2, 4
2019/10/7, 25, 29, 29, 18, 3, 5
2019/10/8, 36, 28, 26, 24, 3, 5
2019/10/9, 31, 37, 11, 35, 3, 6
2019/10/10, 54, 43, 28, 27, 3, 6
2019/10/11, 62, 31, 27, 16, , 4
2019/10/12, 41, 24, 26, 19, 2, 4
2019/10/13, 30, 37, 30, 20, 2, 5
2019/10/14, 52, 21, 23, 22, , 4
2019/10/15, 29, 33, 32, 28, 3, 5
2019/10/16, 51, 35, 22, 33, 3, 6
2019/10/17, 54, 24, 20, 30, 3, 6
2019/10/18, 38, 28, 31, 23, 2, 5
2019/10/19, 39, 41, 31, 28, 2, 6
2019/10/20, 67, 46, 29, 38, 3, 7
2019/10/21, 70, 46, 27, 39, 3, 8
2019/10/22, 72, 30, 21, 32, , 6
2019/10/23, 44, 34, 28, 26, , 6
2019/10/24, 46, 30, 28, 19, , 5
2019/10/25, 37, 27, 24, 14, , 5
2019/10/26, 42, 30, 28, 23, 3, 6
2019/10/27, 48, 37, 25, 32, 4, 6
2019/10/28, 60, 72, 29, 20, 3, 6
2019/10/29, 60, 29, 21, 29, 3, 6
2019/10/30, 32, 68, 36, 35, 4, 8
2019/10/31, 74, 79, 33, 35, 3, 8
2019/11/1, 94, 61, 13, 51, 5, 10
2019/11/2, 84, 51, 25, 32, 4, 8
2019/11/3, 73, 18, 18, 29, 4, 6
2019/11/4, 13, 41, 28, 35, 3, 8
2019/11/5, 50, 52, 20, 40, 5, 10
2019/11/6, 68, 50, 29, 23, 3, 7
2019/11/7, 55, 47, 17, 34, 4, 9
2019/11/8, 45, 46, 17, 42, 5, 11
2019/11/9, 55, 42, 16, 37, 4, 11
2019/11/10, 62, 30, 27, 23, 3, 8
2019/11/11, 39, 43, 5, 42, 4, 12
2019/11/12, 57, 42, 8, 41, 3, 13
2019/11/13, 56, 21, 23, , 4, 9
2019/11/14, 10, 27, 2, 39, 2, 13
2019/11/15, 38, 39, 5, 34, 3, 13
2019/11/16, 59, 33, 13, 33, 3, 14
2019/11/17, 44, 60, 25, 15, 3, 10
2019/11/18, 32, 30, 22, 13, 4, 8
2019/11/19, 26, 24, 17, 25, 4, 5
2019/11/20, 34, 41, 6, 40, 5, 7
2019/11/21, 67, 49, 10, 48, 5, 9
2019/11/22, 71, 39, 9, 48, 4, 11
2019/11/23, 63, 31, 17, 33, 2, 8
2019/11/24, 61, 26, 19, 18, 3, 5
2019/11/25, 48, 29, 10, 33, 3, 6
2019/11/26, 53, 38, 18, 20, 4, 5
2019/11/27, 65, 32, 14, 25, 4, 5
2019/11/28, 54, 42, 14, 32, 5, 6
2019/11/29, 72, 43, 8, 44, 5, 7
2019/11/30, 85, 38, 13, 35, 3, 7
2019/12/1, 82, 23, 24, 13, 4, 4
2019/12/2, 33, 27, 12, 37, 5, 6
2019/12/3, 50, 30, 16, 30, 5, 6
2019/12/4, 55, 21, 24, 15, 4, 5
2019/12/5, 34, 31, 16, 30, 5, 7
2019/12/6, 52, 40, 3, 50, 4, 11
2019/12/7, 85, 47, 11, 48, 4, 12
2019/12/8, 113, 51, 3, 52, 5, 12
2019/12/9, 121, 71, 5, 67, 5, 15
2019/12/10, 152, 63, 22, 38, 4, 11
2019/12/11, 129, 19, 17, 20, 3, 5
2019/12/12, 43, 29, 4, 44, 5, 7
2019/12/13, 58, 35, 17, 24, 4, 6
2019/12/14, 78, 35, 12, 44, 4, 10
2019/12/15, 77, 36, 5, 51, 4, 11
2019/12/16, 72, 29, 12, 38, 2, 9
