date, pm25, pm10, o3, no2, so2, co
2016/4/15, 81, 51, 22, 46, 7, 7
2016/4/16, 79, 39, 32, 17, 7, 5
2016/4/17, 57, 56, 29, 28, 7, 5
2016/4/18, 70, 39, 27, 26, 7, 5
2016/4/19, 62, 56, 26, 47, 9, 7
2016/4/20, 85, 26, 25, 31, 5, 5
2016/4/21, 56, 58, 27, 38, 7, 7
2016/4/22, 116, 126, 31, 30, 7, 6
2016/4/23, 107, 112, 38, 32, 7, 5
2016/4/24, 82, 64, 30, 49, 7, 6
2016/4/25, 72, 68, 47, 31, 8, 6
2016/4/26, 86, 52, 34, 28, 6, 5
2016/4/27, 63, 55, 34, 30, 7, 5
2016/4/28, 73, 54, 36, 32, 7, 5
2016/4/29, 85, 64, 51, 35, 11, 7
2016/4/30, 108, 45, 38, 31, 9, 6
2016/5/1, 75, 46, 29, 34, 8, 6
2016/5/2, 74, 19, 24, 22, 5, 4
2016/5/3, 44, 48, 34, 14, 6, 3
2016/5/4, 47, 51, 36, 34, 8, 6
2016/5/5, 69, 36, 16, 36, 6, 6
2016/5/6, 65, 98, 33, 23, 8, 5
2016/5/7, 76, 52, 43, 26, 7, 5
2016/5/8, 55, 54, 44, 27, 6, 5
2016/5/9, 65, 35, 33, 22, 6, 5
2016/5/10, 58, 28, 34, 20, 7, 4
2016/5/11, 48, 29, 36, 35, 7, 6
2016/5/12, 53, 33, 35, 21, 6, 5
2016/5/13, 65, 35, 39, 35, 7, 5
2016/5/14, 62, 32, 34, 24, 7, 5
2016/5/15, 57, 30, 36, 19, 9, 4
2016/5/16, 48, 55, 47, 38, 11, 7
2016/5/17, 96, 43, 47, 40, 9, 6
2016/5/18, 76, 37, 48, 36, 7, 5
2016/5/19, 65, 36, 47, 41, 6, 5
2016/5/20, 69, 36, 43, 34, 6, 5
2016/5/21, 76, 48, 53, 34, 7, 6
2016/5/22, 98, 58, 50, 39, 9, 6
2016/5/23, 117, 30, 31, 29, 6, 5
2016/5/24, 67, 67, 42, 29, 7, 6
2016/5/25, 138, 73, 30, 39, 9, 7
2016/5/26, 152, 64, 46, 37, 8, 7
2016/5/27, 126, 61, 40, 36, 9, 6
2016/5/28, 101, 61, 55, 30, 10, 6
2016/5/29, 103, 62, 57, 30, 8, 6
2016/5/30, 118, 65, 37, 29, 8, 7
2016/5/31, 119, 40, 42, 24, 6, 4
2016/6/1, 70, 32, 43, 28, 7, 4
2016/6/2, 55, 40, 45, 30, 9, 4
2016/6/3, 70, 47, 37, 29, 7, 5
2016/6/4, 79, 46, 52, 24, 6, 5
2016/6/5, 80, 25, 35, 25, 6, 4
2016/6/6, 47, 31, 31, 26, 7, 4
2016/6/7, 68, 35, 25, 30, 8, 5
2016/6/8, 72, 41, 41, 30, 6, 5
2016/6/9, 81, 51, 42, 42, 8, 6
2016/6/10, 102, 44, 22, 29, 7, 5
2016/6/11, 85, 26, 16, 20, 6, 4
2016/6/12, 63, 49, 32, 24, 6, 6
2016/6/13, 96, 47, 44, 36, 9, 6
2016/6/14, 87, 32, 23, 31, 6, 5
2016/6/15, 68, 25, 32, 21, 7, 5
2016/6/16, 56, 47, 46, 31, 8, 6
2016/6/17, 97, 55, 54, 32, 8, 7
2016/6/18, 113, 34, 39, 23, 6, 5
2016/6/19, 82, 40, 51, 28, 7, 5
2016/6/20, 93, 51, 69, 33, 7, 6
2016/6/21, 114, 57, 43, 39, 7, 7
2016/6/22, 132, 33, 46, 29, 7, 6
2016/6/23, 88, 36, 30, 28, 6, 5
2016/6/24, 79, 25, 35, 21, 6, 4
2016/6/25, 66, 29, 38, 20, 6, 4
2016/6/26, 65, 34, 33, 34, 8, 5
2016/6/27, 82, 48, 44, 33, 7, 6
2016/6/28, 122, 36, 42, 36, 7, 5
2016/6/29, 90, 26, 21, 27, 6, 4
2016/6/30, 77, 21, 14, 29, 6, 5
2016/1/4, 68, 25, 21, 19, 8, 4
2016/1/5, 52, 48, 10, 40, 12, 9
2016/1/6, 83, 35, 18, 23, 9, 6
2016/1/7, 63, 31, 21, 28, 11, 8
2016/1/8, 45, 34, 17, 30, 9, 7
2016/1/9, 61, 29, 26, 26, 9, 6
2016/1/10, 61, 33, 24, 24, 9, 6
2016/1/11, 61, 44, 17, 32, 9, 7
2016/1/12, 68, 36, 16, 34, 9, 7
2016/1/13, 63, 40, 15, 36, 10, 7
2016/1/14, 66, 44, 10, 51, 11, 11
2016/1/15, 85, 59, 5, 55, 11, 14
2016/1/16, 121, 60, 8, 54, 10, 14
2016/1/17, 136, 45, 23, 23, 8, 8
2016/1/18, 85, 32, 22, 13, 9, 4
2016/1/19, 49, 36, 19, 31, 9, 7
2016/1/20, 71, 48, 14, 40, 11, 9
2016/1/21, 84, 48, 16, 36, 11, 8
2016/1/22, 79, 28, 22, 13, 10, 5
2016/1/23, 46, 37, 21, 14, 10, 5
2016/1/24, 60, 44, 18, 32, 10, 7
2016/1/25, 54, 62, 6, 55, 13, 12
2016/1/26, 94, 52, 16, 45, 12, 10
2016/1/27, 81, 46, 10, 53, 10, 12
2016/1/28, 82, 46, 11, 41, 11, 9
2016/1/29, 73, 31, 14, 42, 10, 9
2016/1/30, 69, 36, 22, 22, 8, 5
2016/1/31, 60, 37, 23, 24, 9, 6
2016/2/1, 38, 39, 21, 35, 10, 7
2016/2/2, 44, 47, 20, 56, 12, 11
2016/2/3, 61, 45, 24, 47, 11, 12
2016/2/4, 43, 38, 24, 36, 10, 8
2016/2/5, 62, 44, 26, 22, 10, 6
2016/2/6, 77, 44, 18, 37, 11, 8
2016/2/7, 81, 51, 26, 41, 11, 10
2016/2/8, 102, 47, 27, 20, 10, 6
2016/2/9, 84, 33, 16, 49, 11, 11
2016/2/10, 70, 40, 10, 60, 12, 14
2016/2/11, 79, 27, 9, 46, 8, 10
2016/2/12, 63, 14, 4, 38, 7, 9
2016/2/13, 42, 25, 22, 15, 7, 3
2016/2/14, 53, 30, 28, 15, 6, 4
2016/2/15, 53, 25, 24, 28, 7, 7
2016/2/16, 53, 36, 21, 34, 9, 8
2016/2/17, 61, 39, 23, 48, 10, 10
2016/2/18, 71, 61, 16, 39, 11, 11
2016/2/19, 111, 41, 33, 29, 9, 7
2016/2/20, 67, 23, 29, 17, 8, 4
2016/2/21, 49, 38, 15, 42, 9, 7
2016/2/22, 69, 42, 29, 29, 7, 7
2016/2/23, 74, 29, 27, 23, 7, 5
2016/2/24, 62, 39, 24, 34, 10, 7
2016/2/25, 75, 39, 26, 35, 9, 6
2016/2/26, 79, 50, 24, 38, 10, 7
2016/2/27, 102, 37, 24, 40, 7, 8
2016/2/28, 78, 49, 29, 14, 7, 5
2016/2/29, 86, 27, 26, 23, 7, 5
2016/3/1, 58, 33, 21, 45, 10, 7
2016/3/2, 64, 45, 19, 48, 9, 7
2016/3/3, 88, 58, 22, 54, 9, 9
2016/3/4, 113, 19, 10, 39, 8, 6
2016/3/5, 47, 59, 32, 21, 6, 5
2016/3/6, 83, 80, 14, 42, 8, 7
2016/3/7, 115, 52, 29, 18, 7, 4
2016/3/8, 76, 41, 28, 14, 8, 4
2016/3/9, 68, 31, 30, 11, 7, 4
2016/3/10, 59, 31, 29, 18, 8, 5
2016/3/11, 61, 41, 22, 35, 8, 7
2016/3/12, 65, 49, 27, 36, 8, 7
2016/3/13, 91, 52, 32, 25, 8, 7
2016/3/14, 114, 44, 25, 43, 11, 7
2016/3/15, 79, 51, 35, 47, 12, 7
2016/3/16, 93, 53, 16, 68, 11, 10
2016/3/17, 97, 52, 30, 54, 11, 10
2016/3/18, 98, 59, 32, 34, 8, 6
2016/3/19, 106, 61, 31, 40, 10, 7
2016/3/20, 110, 64, 33, 46, 10, 8
2016/3/21, 122, 57, 29, 50, 9, 7
2016/3/22, 112, 60, 32, 28, 7, 6
2016/3/23, 119, 33, 28, 25, 7, 4
2016/3/24, 68, 57, 27, 40, 9, 7
2016/3/25, 99, 55, 27, 46, 8, 7
2016/3/26, 107, 54, 37, 36, 9, 7
2016/3/27, 111, 53, 33, 48, 11, 8
2016/3/28, 101, 67, 38, 51, 11, 9
2016/3/29, 131, 63, 30, 35, 8, 6
2016/3/30, 125, 40, 23, 51, 10, 8
2016/3/31, 56, 57, 32, 56, 10, 8
2015/10/1, 37, 25, 32, 14, 6, 3
2015/10/2, 37, 35, 44, 14, 6, 3
2015/10/3, 54, 23, 33, 13, 5, 3
2015/10/4, 39, 22, 30, 25, 6, 4
2015/10/5, 48, 22, 4, 31, 7, 6
2015/10/6, 53, 50, 22, 45, 5, 6
2015/10/7, 84, 47, 31, 39, 7, 6
2015/10/8, 82, 27, 29, 12, 6, 3
2015/10/9, 33, 18, 26, 25, 6, 4
2015/10/10, 37, 12, 20, 20, 6, 4
2015/10/11, 32, 12, 25, 11, 6, 4
2015/10/12, 30, 22, 28, 29, 7, 6
2015/10/13, 47, 40, 15, 46, 7, 9
2015/10/14, 77, 41, 3, 55, 8, 10
2015/10/15, 83, 53, 31, 50, 7, 6
2015/10/16, 85, 47, 33, 53, 6, 6
2015/10/17, 87, 54, 51, 47, 7, 7
2015/10/18, 109, 69, 32, 47, 9, 8
2015/10/19, 141, 69, 36, 48, 8, 8
2015/10/20, 136, 76, 30, 45, 8, 9
2015/10/21, 143, 59, 23, 41, 6, 7
2015/10/22, 110, 40, 20, 41, 8, 6
2015/10/23, 70, 28, 28, 30, 6, 6
2015/10/24, 63, 26, 26, 31, 7, 5
2015/10/25, 55, 29, 12, 40, 6, 5
2015/10/26, 52, 30, 24, 21, 6, 4
2015/10/27, 42, 27, 25, 25, 7, 4
2015/10/28, 42, 18, 23, 27, 7, 4
2015/10/29, 41, 24, 22, 15, 6, 2
2015/10/30, 35, 26, 22, 29, 8, 3
2015/10/31, 50, 35, 11, 43, 8, 5
2015/11/1, 67, 42, 21, 46, 9, 8
2015/11/2, 75, 53, 23, 59, 10, 11
2015/11/3, 98, 59, 11, 73, 12, 11
2015/11/4, 121, 61, 14, 73, 10, 12
2015/11/5, 133, 44, 21, 38, 7, 8
2015/11/6, 96, 11, 21, 25, , 6
2015/11/7, 35, 5, 17, 24, 5, 5
2015/11/8, 24, 7, 16, 23, , 5
2015/11/9, 21, 30, 10, 33, 6, 8
2015/11/10, 73, 33, 10, 43, 7, 10
2015/11/11, 74, 16, 14, 38, 7, 8
2015/11/12, 45, 11, 9, 35, 6, 7
2015/11/13, 32, 8, 12, 31, 6, 6
2015/11/14, 24, 13, 15, 31, 8, 7
2015/11/15, 39, 22, 3, 34, 7, 7
2015/11/16, 59, 14, 20, 27, 7, 6
2015/11/17, 39, 10, 16, 26, 6, 6
2015/11/18, 26, 13, 10, 29, 7, 5
2015/11/19, 34, 32, 19, 31, 8, 8
2015/11/20, 67, 41, 17, 36, 8, 9
2015/11/21, 86, 25, 16, 27, 7, 7
2015/11/22, 61, 7, 14, 25, 6, 5
2015/11/23, 22, 18, 17, 23, 7, 4
2015/11/24, 50, 8, 19, 21, 5, 3
2015/11/25, 32, 25, 22, 12, 7, 2
2015/11/26, 63, 38, 22, 21, 7, 5
2015/11/27, 76, 40, 10, 40, 8, 9
2015/11/28, 86, 36, 7, 34, 6, 9
2015/11/29, 81, 36, 16, 33, 8, 10
2015/11/30, 83, 47, 7, 54, 11, 13
2015/12/1, 92, 43, 12, 44, 9, 12
2015/12/2, 82, 14, 19, 16, 7, 2
2015/12/3, 38, 35, 18, 23, 6, 6
2015/12/4, 47, 31, 22, 33, 9, 10
2015/12/5, 56, 28, 18, 31, 8, 7
2015/12/6, 58, 39, 4, 46, 9, 9
2015/12/7, 71, 48, 3, 66, 12, 13
2015/12/8, 93, 57, 4, 70, 12, 15
2015/12/9, 102, 35, 3, 54, 10, 13
2015/12/10, 71, 30, 14, 33, 9, 8
2015/12/11, 65, 26, 18, 37, 9, 7
2015/12/12, 56, 38, 8, 46, 10, 10
2015/12/13, 74, 41, 3, 48, 9, 11
2015/12/14, 83, 45, 16, 32, 9, 8
2015/12/15, 87, 25, 22, 13, 8, 4
2015/12/16, 45, 18, 18, 15, 8, 4
2015/12/17, 37, 37, 7, 41, 9, 10
2015/12/18, 67, 54, 5, 53, 11, 13
2015/12/19, 95, 49, 11, 53, 11, 13
2015/12/20, 92, 39, 5, 42, 8, 9
2015/12/21, 82, 51, 6, 44, 9, 10
2015/12/22, 103, 47, 9, 49, 11, 12
2015/12/23, 90, 67, 17, 46, 11, 12
2015/12/24, 138, 25, 23, 23, 8, 5
2015/12/25, 46, 51, 17, 36, 10, 10
2015/12/26, 98, 25, 22, 19, 7, 5
2015/12/27, 51, 21, 21, 23, 7, 5
2015/12/28, 41, 48, 6, 53, 12, 12
2015/12/29, 86, 49, 9, 51, 11, 11
2015/12/30, 86, , , , , 
2015/7/1, 56, 46, 48, 21, 8, 5
2015/7/2, 82, 41, 39, 16, 8, 4
2015/7/3, 73, 30, 53, 26, 8, 3
2015/7/4, 56, 34, 55, 21, 9, 4
2015/7/5, 64, 27, 50, 21, 6, 3
2015/7/6, 58, 34, 38, 27, 5, 4
2015/7/7, 66, 10, 26, 17, 4, 3
2015/7/8, 24, 10, 22, 19, 6, 3
2015/7/9, 22, 18, 37, 23, 5, 3
2015/7/10, 37, 25, 55, 28, 5, 4
2015/7/11, 55, 12, 7, 12, , 3
2015/7/12, 35, 25, 32, 17, , 4
2015/7/13, 47, 57, 44, 21, 6, 5
2015/7/14, 91, 47, 37, 24, 6, 5
2015/7/15, 79, 12, 20, 12, 5, 2
2015/7/16, 20, 12, 23, 14, , 2
2015/7/17, 20, 24, 31, 18, 4, 3
2015/7/18, 46, 24, 31, 16, 4, 3
2015/7/19, 55, 20, 10, 20, 5, 3
2015/7/20, 46, 24, 12, 21, , 5
2015/7/21, 51, 31, 24, 27, 5, 5
2015/7/22, 60, 28, 15, 30, 6, 5
2015/7/23, 59, 12, 11, 22, 6, 4
2015/7/24, 29, 18, 6, 19, 4, 4
2015/7/25, 39, 18, 11, 13, 5, 3
2015/7/26, 36, 26, 7, 17, 6, 3
2015/7/27, 51, 35, 30, 19, 7, 3
2015/7/28, 67, 31, 16, 26, 6, 5
2015/7/29, 67, 62, 48, 20, , 5
2015/7/30, 114, 56, 50, 21, 7, 4
2015/7/31, 102, 47, 37, 21, 6, 4
2015/8/1, 86, 30, 26, 17, 6, 3
2015/8/2, 62, 33, 19, 18, 8, 3
2015/8/3, 61, 24, 14, 17, 7, 3
2015/8/4, 47, 28, 38, 17, 7, 3
2015/8/5, 56, 30, 70, 20, 7, 4
2015/8/6, 68, 31, 55, 23, 5, 4
2015/8/7, 73, 28, 34, 22, 5, 4
2015/8/8, 66, 16, 34, 14, 7, 2
2015/8/9, 40, 21, 44, 13, 5, 3
2015/8/10, 51, 43, 38, 22, 6, 6
2015/8/11, 85, 41, 71, 22, 7, 5
2015/8/12, 82, 30, 32, 24, 6, 5
2015/8/13, 62, 29, 55, 23, 5, 5
2015/8/14, 63, 46, 86, 18, 7, 6
2015/8/15, 98, 52, 44, 16, 5, 6
2015/8/16, 113, 21, 49, 15, 7, 3
2015/8/17, 53, 15, 35, 16, 5, 3
2015/8/18, 40, 27, 37, 27, 6, 4
2015/8/19, 59, 28, 12, 34, 7, 5
2015/8/20, 61, 26, 34, 21, 5, 4
2015/8/21, 62, 31, 54, 20, 6, 4
2015/8/22, 67, 32, 84, 17, 5, 4
2015/8/23, 71, 25, 30, 19, , 4
2015/8/24, 60, 6, 18, 11, , 2
2015/8/25, 14, 6, 24, 12, 6, 1
2015/8/26, 20, 17, 41, 15, 5, 3
2015/8/27, 39, 23, 20, 32, 6, 5
2015/8/28, 53, 28, 47, 27, 6, 5
2015/8/29, 65, 25, 58, 17, 5, 3
2015/8/30, 62, 27, 45, 23, 5, 4
2015/8/31, 68, 21, 31, 15, , 4
2015/9/1, 55, 16, 21, 20, 4, 3
2015/9/2, 47, 19, 47, 15, 5, 4
2015/9/3, 48, 25, 42, 21, 6, 4
2015/9/4, 58, 27, 16, 26, 5, 5
2015/9/5, 62, 14, 24, 12, 4, 3
2015/9/6, 38, 10, 29, 15, 4, 2
2015/9/7, 28, 12, 25, 18, 6, 2
2015/9/8, 31, 14, 33, 14, 5, 2
2015/9/9, 32, 21, 37, 16, 5, 3
2015/9/10, 40, 30, 30, 22, 5, 4
2015/9/11, 62, 16, 33, 15, 4, 3
2015/9/12, 37, 17, 37, 11, 5, 2
2015/9/13, 35, 25, 42, 25, 6, 4
2015/9/14, 56, 24, 33, 25, 5, 3
2015/9/15, 55, 13, 33, 18, 6, 3
2015/9/16, 30, 10, 26, 15, 6, 2
2015/9/17, 25, 14, 32, 20, 5, 2
2015/9/18, 34, 25, 39, 22, 5, 3
2015/9/19, 52, 38, 56, 22, 8, 5
2015/9/20, 80, 38, 45, 27, 7, 5
2015/9/21, 84, 36, 52, 32, 7, 5
2015/9/22, 78, 32, 19, 34, 6, 5
2015/9/23, 69, 32, 41, 29, 6, 4
2015/9/24, 68, 28, 45, 29, 6, 4
2015/9/25, 64, 38, 52, 19, 6, 5
2015/9/26, 80, 30, 39, 19, 5, 4
2015/9/27, 52, 25, 42, 19, 5, 3
2015/9/28, 48, 23, 31, 11, 6, 3
2015/9/29, 41, 14, 25, 18, 6, 2
2015/9/30, 29, 13, 27, 17, 5, 3
2015/4/1, 56, 19, 26, 25, 6, 5
2015/4/2, 49, 24, 15, 28, 6, 7
2015/4/3, 53, 15, 31, 24, 7, 6
2015/4/4, 36, 12, 27, 23, , 5
2015/4/5, 39, 67, 27, 25, 6, 5
2015/4/6, 66, 40, 24, 19, 6, 4
2015/4/7, 59, 24, 33, 21, 6, 4
2015/4/8, 52, 42, 26, 40, 9, 6
2015/4/9, 76, 45, 47, 36, 10, 6
2015/4/10, 78, 55, 37, 42, 9, 8
2015/4/11, 92, 43, 39, 32, 8, 6
2015/4/12, 81, 24, 37, 18, 6, 3
2015/4/13, 51, 13, 32, 26, 5, 5
2015/4/14, 51, 31, 38, 33, 9, 6
2015/4/15, 69, 62, 24, 42, 9, 8
2015/4/16, 87, 58, 34, 29, 8, 4
2015/4/17, 58, 49, 35, 43, 8, 6
2015/4/18, 57, 31, 21, 35, 8, 7
2015/4/19, 53, 15, 36, 23, 6, 4
2015/4/20, 28, 44, 33, 39, 7, 6
2015/4/21, 65, 59, 42, 37, 10, 6
2015/4/22, 88, 64, 42, 45, 9, 8
2015/4/23, 95, 53, 46, 27, 9, 5
2015/4/24, 90, 56, 29, 39, 9, 6
2015/4/25, 66, 41, 26, 38, 11, 5
2015/4/26, 61, 50, 50, 35, 12, 5
2015/4/27, 71, 37, 38, 37, 8, 5
2015/4/28, 63, 50, 20, 37, 9, 5
2015/4/29, 77, 30, 39, 28, 7, 4
2015/4/30, 57, 44, 48, 35, 8, 5
2015/5/1, 70, 40, 37, 30, 8, 5
2015/5/2, 63, , 21, 20, 6, 4
2015/5/3, 54, 111, 38, 16, 6, 3
2015/5/4, 56, , 41, 20, 8, 3
2015/5/5, 43, 46, 33, 36, 11, 5
2015/5/6, 51, 36, 41, 34, 9, 4
2015/5/7, 55, 46, 34, 38, 9, 5
2015/5/8, 77, 35, 46, 24, 9, 3
2015/5/9, 61, 36, 40, 19, 6, 4
2015/5/10, 54, 39, 30, 30, 7, 5
2015/5/11, 62, 33, 39, 18, 8, 4
2015/5/12, 57, 53, 46, 25, 9, 5
2015/5/13, 70, 47, 46, 30, 8, 4
2015/5/14, 79, 70, 44, 24, 7, 6
2015/5/15, 120, 41, 53, 29, 9, 4
2015/5/16, 69, 46, 59, 28, 9, 6
2015/5/17, 91, 34, 40, 33, 9, 5
2015/5/18, 64, 40, 32, 27, 5, 5
2015/5/19, 79, 36, 38, 21, 6, 4
2015/5/20, 54, 38, 51, 33, 9, 5
2015/5/21, 64, 47, 53, 34, 12, 5
2015/5/22, 79, 38, 58, 31, 9, 5
2015/5/23, 69, 27, 50, 27, 7, 4
2015/5/24, 55, 36, 49, 36, 9, 4
2015/5/25, 71, 34, 41, 34, 8, 4
2015/5/26, 67, 29, 53, 38, 7, 4
2015/5/27, 61, 34, 64, 33, 9, 4
2015/5/28, 64, 39, 46, 36, 9, 4
2015/5/29, 74, 32, 31, 21, 6, 3
2015/5/30, 67, 33, 46, 28, 8, 4
2015/5/31, 71, 35, 41, 37, 11, 5
2015/6/1, 71, 29, 44, 26, 9, 4
2015/6/2, 64, 33, 39, 10, 6, 2
2015/6/3, 46, 31, 52, 26, 8, 4
2015/6/4, 51, 33, 30, 34, 9, 5
2015/6/5, 61, 35, 58, 25, 7, 4
2015/6/6, 62, 34, 64, 22, 8, 3
2015/6/7, 62, 35, 43, 24, 9, 3
2015/6/8, 65, 44, 42, 18, 8, 3
2015/6/9, 74, 47, 79, 27, 8, 4
2015/6/10, 76, 43, 39, 29, 7, 5
2015/6/11, 71, 43, 61, 24, 7, 4
2015/6/12, 65, 65, 51, 28, 8, 5
2015/6/13, 93, 32, 62, 15, 6, 4
2015/6/14, 56, 36, 61, 21, , 5
2015/6/15, 68, 45, 67, 26, 6, 5
2015/6/16, 76, 39, 45, 27, 7, 6
2015/6/17, 74, 30, 45, 21, 6, 4
2015/6/18, 59, 20, 50, 13, 5, 3
2015/6/19, 44, 34, 21, 28, 6, 5
2015/6/20, 68, 23, 56, 18, 6, 4
2015/6/21, 47, 30, 58, 27, 8, 5
2015/6/22, 62, 31, 60, 24, 9, 4
2015/6/23, 64, 39, 85, 28, 8, 4
2015/6/24, 76, 39, 49, 32, 7, 5
2015/6/25, 74, 12, 36, 14, , 3
2015/6/26, 30, 12, 38, 16, 6, 3
2015/6/27, 29, 22, 55, 22, 7, 4
2015/6/28, 48, 21, 65, 18, 7, 3
2015/6/29, 46, 27, 44, 23, 6, 4
2015/6/30, 57, 30, 51, 17, 6, 3
2015/1/1, 51, 20, 24, 18, 10, 5
2015/1/2, 50, 30, 8, 39, 13, 9
2015/1/3, 67, 32, 4, 54, 12, 12
2015/1/4, 77, 50, 5, 55, 12, 15
2015/1/5, 103, 28, 28, 18, 8, 5
2015/1/6, 48, 24, 27, 41, 20, 3
2015/1/7, 49, 35, 16, 54, 34, 7
2015/1/8, 71, 39, 7, 56, 13, 12
2015/1/9, 82, 28, 20, 35, 13, 8
2015/1/10, 59, 34, 23, 23, 11, 6
2015/1/11, 72, 27, 22, 22, 10, 6
2015/1/12, 62, 36, 6, 52, 14, 11
2015/1/13, 69, 54, 7, 54, 18, 14
2015/1/14, 103, 41, 12, 44, 13, 8
2015/1/15, 81, 55, 18, 35, 9, 10
2015/1/16, 112, 27, 27, 14, 9, 4
2015/1/17, 55, 25, 9, 38, 9, 8
2015/1/18, 59, 46, 26, 19, 11, 7
2015/1/19, 88, 34, 14, 35, 9, 7
2015/1/20, 76, 45, 5, 47, 13, 11
2015/1/21, 91, 32, 20, 37, 11, 8
2015/1/22, 66, 30, 11, 39, 10, 10
2015/1/23, 69, 37, 17, 42, 12, 9
2015/1/24, 85, 46, 6, 42, 11, 10
2015/1/25, 91, 28, 20, 31, 8, 8
2015/1/26, 73, 38, 25, 16, 9, 6
2015/1/27, 79, 33, 20, 26, 9, 6
2015/1/28, 62, 36, 7, 40, 11, 10
2015/1/29, 75, 28, 27, 19, 10, 5
2015/1/30, 56, 31, 20, 24, 11, 5
2015/1/31, 63, 26, 15, 34, 9, 7
2015/2/1, 62, 30, 14, 46, 11, 9
2015/2/2, 66, 42, 5, 56, 14, 11
2015/2/3, 85, 50, 23, 51, 14, 13
2015/2/4, 109, 59, 27, 34, 15, 12
2015/2/5, 129, 40, 20, 40, 13, 8
2015/2/6, 81, 37, 20, 41, 14, 11
2015/2/7, 75, 67, 27, 9, 7, 2
2015/2/8, 61, 30, 21, 21, 11, 5
2015/2/9, 58, 58, 12, 39, 19, 11
2015/2/10, 100, 48, 26, 33, 15, 8
2015/2/11, 87, 28, 30, 14, 8, 3
2015/2/12, 49, 24, 24, 24, 10, 4
2015/2/13, 53, 44, 8, 51, 12, 11
2015/2/14, 86, 56, 33, 43, 12, 9
2015/2/15, 106, 32, 27, 37, 8, 7
2015/2/16, 68, 42, 25, 20, 6, 8
2015/2/17, 90, 42, 25, 20, 8, 8
2015/2/18, 104, 46, 22, 34, 9, 10
2015/2/19, 105, 37, 25, 37, 8, 9
2015/2/20, 89, 20, 11, 39, 7, 8
2015/2/21, 51, 117, 23, 22, 6, 6
2015/2/22, 76, 366, 22, 18, 7, 6
2015/2/23, 170, 73, 21, 30, 9, 7
2015/2/24, 81, 51, 17, 32, 10, 7
2015/2/25, 76, 26, 30, 16, 8, 4
2015/2/26, 58, 21, 29, 13, 9, 3
2015/2/27, 57, 33, 11, 38, 11, 7
2015/2/28, 74, 57, 26, 19, 8, 5
2015/3/1, 82, 60, 27, 32, 11, 6
2015/3/2, 77, 38, 24, 38, 10, 6
2015/3/3, 73, 30, 33, 9, 9, 3
2015/3/4, 58, 30, 30, 28, 8, 5
2015/3/5, 75, 31, 16, 45, 12, 9
2015/3/6, 76, 34, 27, 46, 11, 10
2015/3/7, 80, 54, 33, 43, 13, 9
2015/3/8, 117, 45, 34, 21, 10, 6
2015/3/9, 90, 22, 28, 8, 6, 2
2015/3/10, 39, 29, 29, 22, 10, 4
2015/3/11, 51, 23, 27, 23, 8, 3
2015/3/12, 45, 30, 35, 25, 8, 5
2015/3/13, 63, 28, 29, 30, 10, 5
2015/3/14, 60, 29, 24, 42, 13, 8
2015/3/15, 70, 51, 19, 52, 12, 8
2015/3/16, 103, 77, 4, 78, 17, 14
2015/3/17, 149, 65, 22, 43, 11, 8
2015/3/18, 111, 48, 22, 38, 9, 6
2015/3/19, 81, 69, 29, 47, 10, 8
2015/3/20, 72, 109, 43, 51, 18, 9
2015/3/21, 127, 102, 36, 27, 13, 8
2015/3/22, 94, 50, 30, 12, 7, 2
2015/3/23, 32, 39, 29, 28, 10, 4
2015/3/24, 55, 42, 21, 43, 9, 5
2015/3/25, 66, 41, 28, 41, 11, 6
2015/3/26, 64, 44, 32, 44, 11, 6
2015/3/27, 70, 39, 33, 45, 12, 6
2015/3/28, 63, 50, 30, 30, 11, 5
2015/3/29, 84, 94, 33, 43, 10, 8
2015/3/30, 116, 78, 25, 49, 9, 9
2015/3/31, 131, 26, 27, 27, 7, 6
2014/10/1, 46, 20, 19, 20, 3, 3
2014/10/2, 57, 29, 20, 28, 3, 4
2014/10/3, 41, 18, 30, 13, 4, 6
2014/10/4, 44, 19, 20, 18, 3, 4
2014/10/5, 33, 16, 26, 12, 1, 2
2014/10/6, 30, 26, 24, 27, 3, 4
2014/10/7, 60, 28, 23, 36, 3, 5
2014/10/8, 57, 34, 41, 35, 4, 5
2014/10/9, 70, 37, 23, 30, 4, 5
2014/10/10, 82, 25, 25, 22, 3, 3
2014/10/11, 52, 27, 24, 26, 4, 4
2014/10/12, 54, 23, 23, 14, 3, 2
2014/10/13, 40, 20, 31, 17, 2, 3
2014/10/14, 36, 28, 30, 28, 5, 4
2014/10/17, 43, 32, 14, 51, 6, 6
2014/10/18, 64, 46, 28, 48, 6, 7
2014/10/19, 96, 30, 14, 42, 3, 7
2014/10/20, 77, 13, 9, 32, 3, 5
2014/10/21, 38, 13, 19, 23, , 3
2014/10/22, 35, 24, 14, 41, 5, 5
2014/10/23, 49, 33, 14, 48, 5, 7
2014/10/24, 74, 40, 19, 44, 5, 6
2014/10/25, 74, 34, 23, 32, 5, 6
2014/10/26, 65, 33, 24, 19, 3, 2
2014/10/27, 48, 47, 15, 45, 5, 6
2014/10/28, 67, 45, 9, 68, 6, 9
2014/10/29, 82, 51, 2, 77, 7, 12
2014/10/30, 97, 22, 10, 44, 8, 4
2014/10/31, 29, 33, 24, 38, 4, 5
2014/11/1, 62, 40, 39, 11, 2, 4
2014/11/2, 74, 30, 26, 20, 2, 3
